First Name;Last Name;Gender;Ethnicity;High School;Bachelor;Master;Filename;Accepted
Jensen;Blanchard;Male;Tuareg;Bundeshandelsakademie und Bundeshandelsschule;Universität Wien - Musikwissenschaft;Universität Wien - Anthropologie;cv_748.pdf;Accepted
Jolie;Edwards;Female;Uzbek;Vienna Business School - Handelsakademie und;FH Technikum Wien - Renewable Energy Systems;Universität Wien - Informatik;cv_749.pdf;Accepted
Tianna;Dorsey;Female;Samoan;Schottengymnasium, Wien;FH Joanneum - Management internationaler Geschäftsprozesse;Universität Wien - Alte Geschichte und Altertumskunde;cv_750.pdf;Not Accepted
Landen;Lutz;Male;Tuareg;HTL Wels;null;null ;cv_751.pdf;Accepted
Payton;Pineda;Male;Maasai;BG und BRG Graz Seebachergasse, Graz;Universität Innsbruck - Soziologie;Technische Universität Wien - Maschinenbau;cv_752.pdf;Not Accepted
August;Mann;Male;Oromo;Amerlinggymnasium, Wien;Universität Graz - Lehramt;Technische Universität Wien - Mathematik;cv_753.pdf;Accepted
Monica;Barrett;Female;Xhosa;Vienna Business School - Handelsakademie und;FH Campus Wien - High Tech Manufacturing;Universität Wien - Psychologie;cv_754.pdf;Not Accepted
Reilly;Ewing;Male;Zulu;Vienna Business School - Handelsakademie und;null;null ;cv_755.pdf;Not Accepted
Lennon;Fleming;Male;Fulani;Bundeshandelsakademie und Bundeshandelsschule;Universität Wien - Altertumswissenschaften;null;cv_756.pdf;Not Accepted
Kristen;Armstrong;Female;Han Chinese;BG und BRG Waidhofen an der Thaya, Waidhofen an der;FH Technikum Wien - Smart Homes and Assistive Technologies;Universität Wien - Kunstgeschichte;cv_757.pdf;Accepted
Daniela;Pineda;Female;Xhosa;Bundeshandelsakademie und Bundeshandelsschule -;null;null ;cv_758.pdf;Not Accepted
Fernando;Hutchinson;Male;Zulu;Bundeshandelsakademie und Bundeshandelsschule -;null;null;cv_759.pdf;Not Accepted
Sean;Hurley;Male;Coptic;BG BRG Graz Marschallgasse, Graz;Universität Graz - Informatik;Universität Wien - Alte Geschichte und Altertumskunde;cv_760.pdf;Not Accepted
Alex;Chung;Male;Cherokee;Vienna Business School - Handelsakademie III,;null;null ;cv_761.pdf;Accepted
Zariah;Schmitt;Female;Kikuyu;HTL Linz 2 Linzer Technikum – LiTEC;Universität Graz - Geographie;null ;cv_762.pdf;Accepted
Markus;Mahoney;Male;English;HTBLuVA St. Pölten;Universität Wien - Geographie;Technische Universität Wien - Maschinenbau;cv_763.pdf;Not Accepted
Kiana;Schroeder;Female;Mongol;Bundesgymnasium Maroltingergasse, Wien-Ottakring;Universität Salzburg - Psychologie;Universität Wien - Musikwissenschaft;cv_764.pdf;Accepted
Amelia;Nixon;Female;Shona;Bundeshandelsakademie und Bundeshandelsschule Wels;Universität Wien - Deutsche Philologie;Universität Wien - Chemie;cv_765.pdf;Accepted
Armani;Mclaughlin;Male;Igbo;Vienna Business School - Handelsakademie und;null;null;cv_766.pdf;Not Accepted
Adolfo;Mathis;Male;Métis;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_767.pdf;Accepted
Kadin;Keller;Male;Pashtun;Bundeshandelsakademie und Bundeshandelsschule Wels;null;null;cv_768.pdf;Not Accepted
Kenzie;Forbes;Female;Oromo;Gymnasium Maria Regina, Wien;null;null;cv_769.pdf;Not Accepted
Sarahi;Gilmore;Female;Navajo;BG und BRG Graz Seebachergasse, Graz;FH Wiener Neustadt - Agrartechnologie & Digital Farming;Universität Wien - Musikwissenschaft;cv_770.pdf;Not Accepted
Kaliyah;Barrett;Female;Vietnamese;Bundesgymnasium Maroltingergasse, Wien-Ottakring;null;null ;cv_771.pdf;Not Accepted
Sidney;Hubbard;Male;Persian;BG und BRG Sankt Pölten Josefstraße, St. Pölten;Universität Wien - Altertumswissenschaften;Universität Wien - Philosophie;cv_772.pdf;Not Accepted
Cristina;Wall;Female;Turkish;Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring;null;null ;cv_773.pdf;Not Accepted
Ingrid;Mcgrath;Female;Mori;HTL Mistelbach;Universität Innsbruck - Psychologie;Universität Wien - Informatik;cv_774.pdf;Not Accepted
Yandel;Blackwell;Male;Arab;Bundeshandelsakademie und Bundeshandelsschule;FH Technikum Wien - Mechatronics/Robotics;Technische Universität Wien - Maschinenbau;cv_775.pdf;Not Accepted
Brett;Fitzpatrick;Male;Turkish;BG und BRG Graz Oeverseegasse, Graz;BOKU University (Universität für Bodenkultur Wien) -;Universität Wien - Psychologie;cv_776.pdf;Accepted
Alissa;Moss;Female;Tuareg;BRG Graz Petersgasse, Graz;Technische Universität Wien - Mathematik;Universität Wien - Biologie;cv_777.pdf;Not Accepted
Allan;Bender;Male;Samoan;Bundeshandelsakademie und Bundeshandelsschule Steyr;null;null ;cv_778.pdf;Accepted
Andrew;Cardenas;Male;Igbo;BRG und BORG St Pölten Schulring, St. Pölten;Universität Wien - Archäologie;Universität Wien - Biologie;cv_779.pdf;Not Accepted
Ibrahim;Day;Male;Coptic;BG und BRG Waidhofen an der Thaya, Waidhofen an der;BOKU University (Universität für Bodenkultur Wien) -;Universität Wien - Archäologie;cv_780.pdf;Accepted
Maia;Bauer;Female;Amhara;BG und BRG Waidhofen an der Thaya, Waidhofen an der;null;null;cv_781.pdf;Accepted
Alyssa;Beck;Female;Tahitian;Bundeshandelsakademie und Bundeshandelsschule Traun;BOKU University (Universität für Bodenkultur Wien) -;Universität Wien - Anglistik;cv_782.pdf;Accepted
Natasha;Smith;Female;Serbian;BG Graz Pestalozzistraße, Graz;Universität Innsbruck - Architektur;null;cv_783.pdf;Accepted
Princess;Olsen;Female;Kazakh;BG Wiener Neustadt Zehnergasse, Wiener Neustadt;null;null;cv_784.pdf;Not Accepted
Jayvion;Singleton;Male;Igbo;BG Graz Pestalozzistraße, Graz;BOKU University (Universität für Bodenkultur Wien) - Weinbau,;null ;cv_785.pdf;Accepted
Holly;Carney;Female;Kikuyu;BRG Graz Körösistraße, Graz;Universität Wien - Romanistik;Universität Wien - Soziologie;cv_786.pdf;Not Accepted
Leonel;Palmer;Male;Korean;BRG Waidhofen an der Ybbs, Waidhofen an der Ybbs;Universität Wien - Mathematik;Universität Wien - Medizin;cv_787.pdf;Accepted
Nina;Stokes;Female;Kurdish;BORG Feldbach, Feldbach;FH Oberösterreich - Interactive Media;Universität Wien - Klassische Philologie;cv_788.pdf;Not Accepted
Mikaela;Fitzpatrick;Female;Russian;HTL Baden Malerschule Leesdorf;Universität Wien - Astronomie;Universität Wien - Astronomie;cv_789.pdf;Not Accepted
Allyson;Newman;Female;Russian;HTL Wels;null;null ;cv_790.pdf;Accepted
Rolando;Jacobs;Male;Maasai;Bundeshandelsakademie und Bundeshandelsschule;FH Joanneum - Journalismus und Public Relations;null ;cv_791.pdf;Accepted
Jamison;Le;Male;Igbo;Parhamergymnasium, Wien-Hernals;FH Joanneum - Soziale Arbeit;Universität Wien - Biologie;cv_792.pdf;Accepted
Maddox;Vaughn;Male;Ashanti;Gymnasium Maria Regina, Wien;Universität Graz - Volkswirtschaftslehre;Universität Wien - Ernährungswissenschaften;cv_793.pdf;Not Accepted
Hunter;Moses;Male;English;Vienna Business School - Handelsakademie und;Universität Innsbruck - Wirtschaftswissenschaften;null ;cv_794.pdf;Accepted
Layne;Friedman;Female;Pashtun;BORG und Bundeshandelsschule für Leistsungssportler St.;null;null;cv_795.pdf;Not Accepted
Conner;Thornton;Male;Hungarian;Gymnasium Maria Regina, Wien;null;null;cv_796.pdf;Not Accepted
Peyton;Fuentes;Male;Kazakh;HTBLuVA Ferlach;Universität Graz - Jus;Universität Wien - Informatik;cv_797.pdf;Not Accepted
Nancy;Villa;Female;Punjabi;Bundeshandelsakademie und Bundeshandelsschule;Universität Salzburg - Psychologie;Universität Wien - Musikwissenschaft;cv_798.pdf;Not Accepted
Blaze;Bell;Male;Portuguese;Gymnasium Maria Regina, Wien;Universität Innsbruck - Sportwissenschaft;Universität Wien - Physik;cv_799.pdf;Not Accepted
Ingrid;Houston;Female;Roma;Bundeshandelsakademie und Bundeshandelsschule;FH Joanneum - Logopädie;null ;cv_800.pdf;Not Accepted
Cason;Haynes;Male;Portuguese;IT-HTL Ybbs;Technische Universität Wien - Elektrotechnik;Universität Wien - Mathematik;cv_801.pdf;Accepted
Aliza;Estes;Female;Maasai;BG und BRG Graz Carnerigasse, Graz;null;null ;cv_802.pdf;Accepted
Cody;Proctor;Male;Métis;Wirtschaftskundliches BRG Graz Sandgasse, Graz;FH Oberösterreich - Sustainable Energy Systems;Technische Universität Wien - Architektur;cv_803.pdf;Accepted
Laney;Petersen;Female;Mori;BG und BRG Sankt Pölten Josefstraße, St. Pölten;null;null ;cv_804.pdf;Not Accepted
Lauren;Estes;Female;Assyrian;BORG Feldbach, Feldbach;FH Joanneum - Bank- und Versicherungswirtschaft;null ;cv_805.pdf;Not Accepted
Maximilian;Little;Male;Pashtun;HTL Wolfsberg;FH Campus Wien - Integriertes Sicherheitsmanagement;Technische Universität Wien - Raumplanung und Raumordnung;cv_806.pdf;Not Accepted
Tomas;Lam;Male;Baloch;BRG und BORG St Pölten Schulring, St. Pölten;Universität Graz - Sprachwissenschaft;Universität Wien - Europäische Ethnologie;cv_807.pdf;Accepted
Jolie;Chase;Female;Druze;Zweisprachige Bundeshandelsakademie Klagenfurt;Universität Wien - Judaistik;Universität Wien - Judaistik;cv_808.pdf;Not Accepted
Briley;Daugherty;Female;Assamese;HTBLuVA Pinkafeld;Universität Wien - Chemie;null ;cv_809.pdf;Not Accepted
Lindsay;Galvan;Female;German;Bundeshandelsakademie und Bundeshandelsschule -;Universität Salzburg - Geschichte;Technische Universität Wien - Physik;cv_810.pdf;Accepted
Daisy;Ayers;Female;Arab;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_811.pdf;Accepted
Hazel;Dougherty;Female;Russian;Bundeshandelsakademie und Bundeshandelsschule I;null;null ;cv_812.pdf;Accepted
Charlie;Mckee;Male;Afro-Latin American;BORG St. Pölten, Sankt Pölten;null;null ;cv_813.pdf;Accepted
Jamie;Fleming;Male;Ashanti;BRG Waidhofen an der Ybbs, Waidhofen an der Ybbs;Universität Salzburg - Wirtschaftswissenschaften;Universität Wien - Archäologie;cv_814.pdf;Accepted
Kianna;Zuniga;Female;Tuareg;BORG und Bundeshandelsschule für Leistsungssportler St.;null;null ;cv_815.pdf;Accepted
Bryanna;Gilbert;Female;Tongan;BORG Ternitz Schulcampus Dr. Heinz Fischer, Ternitz;Universität Wien - Ägyptologie;Universität Wien - Geschichte;cv_816.pdf;Not Accepted
Serenity;Estes;Female;Malay;HTL Bau und Design Linz;Universität Graz - Earth Sciences;null ;cv_817.pdf;Accepted
Jakayla;Nash;Female;Persian;BG und BORG Graz-Liebenau, Graz;Universität Innsbruck - Medizin;Universität Wien - Sprachwissenschaft;cv_818.pdf;Not Accepted
Van;Garrett;Male;Berber;Bundeshandelsakademie und Bundeshandelsschule Traun;null;null ;cv_819.pdf;Not Accepted
Zander;Garcia;Male;Rohingya;BG Wiener Neustadt Zehnergasse, Wiener Neustadt;null;null ;cv_820.pdf;Accepted
Nickolas;Mills;Male;Sephardic Jewish;Amerlinggymnasium, Wien;null;null;cv_821.pdf;Not Accepted
Daniel;Morton;Male;Berber;Bundeshandelsakademie und Bundeshandelsschule;Universität Wien - Biologie;Universität Wien - Judaistik;cv_822.pdf;Accepted
Madisyn;Cross;Female;Aboriginal Australian;HTL für Lebensmitteltechnologie Hollabrunn;BOKU University (Universität für Bodenkultur Wien) -;Universität Wien - Arabistik;cv_823.pdf;Accepted
Rachel;Webb;Female;Russian;BG BRG Graz Marschallgasse, Graz;null;null;cv_824.pdf;Not Accepted
Myles;Arellano;Male;Afro-Caribbean;Bundeshandelsakademie und Bundeshandelsschule Wörgl;BOKU University (Universität für Bodenkultur Wien) - Weinbau,;Universität Wien - Slawistik;cv_825.pdf;Not Accepted
Porter;Buck;Male;Finnish;BG und BRG Graz Oeverseegasse, Graz;FH Campus Wien - Soziale Arbeit;Technische Universität Wien - Technische Chemie;cv_826.pdf;Accepted
Erica;Oconnell;Female;Burmese;HTL Wolfsberg;Universität Salzburg - Molekulare Biologie;Universität Wien - Physik;cv_827.pdf;Not Accepted
Janiah;Cantrell;Female;Kurdish;BG und BRG Graz Klusemannstraße, Graz;null;null;cv_828.pdf;Not Accepted
Samantha;Gallegos;Female;Berber;Bundeshandelsakademie und Bundeshandelsschule;Universität Salzburg - Sportwissenschaft;Universität Wien - Deutsche Philologie;cv_829.pdf;Not Accepted
Mallory;Bradford;Female;Amhara;Bundeshandelsakademie und Bundeshandelsschule Traun;Technische Universität Wien - Mathematik;null ;cv_830.pdf;Not Accepted
Branson;Hutchinson;Male;Turkish;BG Graz Pestalozzistraße, Graz;Technische Universität Wien - Bauingenieurwesen;Technische Universität Wien - Raumplanung und Raumordnung;cv_831.pdf;Not Accepted
Miracle;Perkins;Female;Basque;Vienna Business School - Handelsakademie und;Technische Universität Wien - Mathematik;Universität Wien - Informatik;cv_832.pdf;Not Accepted
Michael;Hood;Male;Bengali;BG und BRG Graz Klusemannstraße, Graz;null;null ;cv_833.pdf;Not Accepted
Raphael;Haney;Male;Russian;BG/BRG und HLW Köflach, Köflach;Universität Wien - Astronomie;Universität Wien - Ernährungswissenschaften;cv_834.pdf;Accepted
Blaze;Turner;Male;Zulu;Zweisprachige Bundeshandelsakademie Klagenfurt;FH Oberösterreich - Medical Engineering;Universität Wien - Astronomie;cv_835.pdf;Not Accepted
Juan;Stewart;Male;Hmong;Bundeshandelsakademie und Bundeshandelsschule Wels;Universität Innsbruck - Architektur;Universität Wien - Alte Geschichte und Altertumskunde;cv_836.pdf;Accepted
Preston;Torres;Male;Tuareg;HTBLuVA Pinkafeld;FH Oberösterreich - Hardware-Software-Design;null ;cv_837.pdf;Accepted
Jovany;Suarez;Male;Punjabi;Bundeshandelsakademie und Bundeshandelsschule - Schule;FH Joanneum - Journalismus und Public Relations;Universität Wien - Klassische Philologie;cv_838.pdf;Not Accepted
Ariella;Hays;Female;Mongol;Bundeshandelsakademie und Bundeshandelsschule - Schule;Technische Universität Wien - Raumplanung und Raumordnung;Technische Universität Wien - Physik;cv_839.pdf;Accepted
Sabrina;Pena;Female;Tibetan;Bundeshandelsakademie und Bundeshandelsschule I;null;null ;cv_840.pdf;Not Accepted
Silas;Phillips;Male;Spanish;Parhamergymnasium, Wien-Hernals;Universität Graz - Umweltsystemwissenschaften;Universität Wien - Geographie;cv_841.pdf;Accepted
Sophie;Dorsey;Female;Quechua;Wirtschaftskundliches BRG Graz Sandgasse, Graz;Universität Wien - Politikwissenschaft;Technische Universität Wien - Informatik;cv_842.pdf;Accepted
Nickolas;Gonzales;Male;Mori;HTL Steyr;Universität Salzburg - Politikwissenschaft;Universität Wien - Sprachwissenschaft;cv_843.pdf;Accepted
Frankie;Navarro;Male;Polish;Bundeshandelsakademie und Bundeshandelsschule Wien;Universität Graz - Molekularbiologie;Universität Wien - Soziologie;cv_844.pdf;Accepted
Nayeli;Bryan;Female;Zulu;Wirtschaftskundliches BRG Graz Sandgasse, Graz;FH Technikum Wien - Biomedical Engineering;null;cv_845.pdf;Not Accepted
Garrett;Wallace;Male;Tahitian;Bundeshandelsakademie und Bundeshandelsschule - Schule;Universität Innsbruck - Romanistik;Universität Wien - Politikwissenschaft;cv_846.pdf;Accepted
Ally;Ford;Female;Spanish;Sigmund Freud Gymnasium, Wien;FH Wiener Neustadt - Allgemeine Gesundheits- und;Universität Wien - Sprachwissenschaft;cv_847.pdf;Accepted
Elvis;Wiggins;Male;Yoruba;Vienna Business School - Handelsakademie III,;null;null ;cv_848.pdf;Accepted
Zachery;Hatfield;Male;Italian;Wirtschaftskundliches BRG Graz Sandgasse, Graz;FH Campus Wien - Technical Management;Universität Wien - Alte Geschichte und Altertumskunde;cv_849.pdf;Accepted
Layne;Douglas;Male;Rohingya;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_850.pdf;Not Accepted
Edwin;Zhang;Male;Afro-Latin American;BG und BRG Graz Carnerigasse, Graz;Universität Innsbruck - Sportwissenschaft;Universität Wien - Alte Geschichte und Altertumskunde;cv_851.pdf;Not Accepted
Vincent;Nielsen;Male;Dutch;Bundeshandelsakademie und Bundeshandelsschule -;null;null ;cv_852.pdf;Not Accepted
Peter;Fowler;Male;Zulu;Bundeshandelsakademie und Bundeshandelsschule Steyr;null;null ;cv_853.pdf;Not Accepted
Justin;Garza;Male;Xhosa;Bundeshandelsakademie und Bundeshandelsschule;null;null;cv_854.pdf;Not Accepted
Ari;Wall;Male;Xhosa;Zweisprachige Bundeshandelsakademie Klagenfurt;Universität Wien - Deutsche Philologie;Universität Wien - Alte Geschichte und Altertumskunde;cv_855.pdf;Not Accepted
Nicholas;Ali;Male;Roma;Bundeshandelsakademie und Bundeshandelsschule -;Universität Salzburg - Rechtswissenschaften;Universität Wien - Soziologie;cv_856.pdf;Not Accepted
Winston;Pace;Male;German;Bundeshandelsakademie und Bundeshandelsschule Wörgl;Universität Salzburg - Psychologie;Technische Universität Wien - Mathematik;cv_857.pdf;Accepted
Valentin;Conrad;Male;Jewish;BORG Ternitz Schulcampus Dr. Heinz Fischer, Ternitz;Technische Universität Wien - Technische Chemie;Universität Wien - Europäische Ethnologie;cv_858.pdf;Not Accepted
Kaylee;Norman;Female;Persian;Bundeshandelsakademie und Bundeshandelsschule - IBC;Universität Salzburg - Chemie und Physik der Materialien;Technische Universität Wien - Technische Chemie;cv_859.pdf;Accepted
Moises;Shea;Male;Greek;Vienna Business School - Handelsakademie und;FH Joanneum - Soziale Arbeit;Universität Wien - Sprachwissenschaft;cv_860.pdf;Accepted
Adrien;Floyd;Male;Arab;HTBLuVA Wiener Neustadt;null;null ;cv_861.pdf;Not Accepted
Nikolas;Irwin;Male;Uzbek;Bundeshandelsakademie und Bundeshandelsschule Bad;Universität Graz - Jus;Universität Wien - Biologie;cv_862.pdf;Not Accepted
Ezequiel;Gibson;Male;Russian;BG und BRG Waidhofen an der Thaya, Waidhofen an der;null;null ;cv_863.pdf;Accepted
Mckenna;Johnson;Female;Assyrian;HTBLuVA Villach;FH Oberösterreich - Social Work;Universität Wien - Physik;cv_864.pdf;Not Accepted
Karley;Petty;Female;Portuguese;Vienna Business School - Handelsakademie III,;null;null;cv_865.pdf;Not Accepted
Malia;Mcfarland;Female;Malay;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_866.pdf;Not Accepted
Maxim;Bolton;Male;Sephardic Jewish;Bundeshandelsakademie und Bundeshandelsschule - IBC;Universität Innsbruck - Sportwissenschaft;Technische Universität Wien - Elektrotechnik;cv_867.pdf;Not Accepted
Aniya;Fitzgerald;Female;Kikuyu;BRG Graz Körösistraße, Graz;null;null;cv_868.pdf;Accepted
Carleigh;Yang;Female;Jewish;BG und BRG Sankt Pölten Josefstraße, St. Pölten;null;null ;cv_869.pdf;Accepted
Savanna;Farrell;Female;Uyghur;Bundeshandelsakademie und Bundeshandelsschule;FH Technikum Wien - Embedded Systems;Universität Wien - Alte Geschichte und Altertumskunde;cv_870.pdf;Accepted
Ignacio;Mccall;Male;Assamese;BORG Feldbach, Feldbach;null;null ;cv_871.pdf;Accepted
Memphis;Compton;Male;Amhara;BRG und BORG St Pölten Schulring, St. Pölten;Technische Universität Wien - Verfahrenstechnik;null;cv_872.pdf;Not Accepted
Grace;Glover;Female;Roma;Vienna Business School - Handelsakademie III,;Universität Salzburg - Lehramt;Technische Universität Wien - Elektrotechnik;cv_873.pdf;Not Accepted
Kenyon;Pugh;Male;Métis;HTL Wels;Universität Innsbruck - Wirtschaftswissenschaften;null ;cv_874.pdf;Accepted
Reina;Long;Female;Rohingya;Bundeshandelsakademie und Bundeshandelsschule Reutte;Universität Wien - Anglistik;null ;cv_875.pdf;Accepted
Lea;Charles;Female;Spanish;BORG St. Pölten, Sankt Pölten;FH Wiener Neustadt - Ergotherapie;Universität Wien - Medizin;cv_876.pdf;Accepted
Kirsten;Levy;Female;Roma;Bundeshandelsakademie und Bundeshandelsschule - Schule;Universität Graz - Geographie;Universität Wien - Mathematik;cv_877.pdf;Not Accepted
Craig;Navarro;Male;Pashtun;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_878.pdf;Accepted
Daniel;Swanson;Male;Navajo;Bundeshandelsakademie und Bundeshandelsschule -;Universität Salzburg - Politikwissenschaft;Technische Universität Wien - Mathematik;cv_879.pdf;Accepted
Emmy;Bird;Female;Tuareg;Bundesrealgymnasium Schuhmeierplatz, Wien-Ottakring;Universität Graz - Soziologie;null;cv_880.pdf;Not Accepted
Jaqueline;West;Female;Vietnamese;Sigmund Freud Gymnasium, Wien;FH Campus Wien - Computer Science and Digital;null ;cv_881.pdf;Not Accepted
Marlee;Ewing;Female;Shona;Bundeshandelsakademie und Bundeshandelsschule;Universität Innsbruck - Mathematik;Universität Wien - Arabistik;cv_882.pdf;Not Accepted
Ally;Wilkerson;Female;Khmer;Bundeshandelsakademie und Bundeshandelsschule Bad;Technische Universität Wien - Architektur;Universität Wien - Theaterwissenschaft;cv_883.pdf;Not Accepted
Sasha;Gallagher;Female;Amhara;Hernalser Gymnasium Geblergasse, Wien-Hernals;null;null ;cv_884.pdf;Accepted
Mallory;Matthews;Female;Shona;BG Graz Pestalozzistraße, Graz;FH Technikum Wien - Embedded Systems;Universität Wien - Japanologie;cv_885.pdf;Accepted
Josie;Wade;Female;Assamese;Vienna Business School - Handelsakademie und;FH Joanneum - Advanced Electronic Engineering;Universität Wien - Arabistik;cv_886.pdf;Not Accepted
Kolten;Davies;Male;Mongol;HTBLuVA Pinkafeld;FH Technikum Wien - Telecommunications and Internet;Universität Wien - Anthropologie;cv_887.pdf;Accepted
Johnathan;Golden;Male;Tuareg;Bundeshandelsakademie und Bundeshandelsschule - Schule;Universität Wien - Kunstgeschichte;Universität Wien - Archäologie;cv_888.pdf;Accepted
Dorian;Baldwin;Male;Khmer;BG/BRG und HLW Köflach, Köflach;Universität Graz - Earth Sciences;Universität Wien - Ernährungswissenschaften;cv_889.pdf;Not Accepted
Darryl;Cordova;Male;Amazonian Indigenous Peoples;Bundeshandelsakademie und Bundeshandelsschule -;Universität Graz - Volkswirtschaftslehre;null ;cv_890.pdf;Not Accepted
Makai;Farrell;Male;Pashtun;Haydn-Gymnasium, Wien;BOKU University (Universität für Bodenkultur Wien) - Weinbau,;null ;cv_891.pdf;Not Accepted
Martha;Potts;Female;Scandinavian;BORG und Bundeshandelsschule für Leistsungssportler St.;null;null ;cv_892.pdf;Not Accepted
Silas;Robertson;Male;Inuit;Wirtschaftskundliches BRG Graz Sandgasse, Graz;Universität Graz - Erziehungs- und Bildungswissenschaft;null ;cv_893.pdf;Accepted
Darius;Delacruz;Male;Baloch;HTBLuVA Pinkafeld;null;null ;cv_894.pdf;Accepted
Warren;Villegas;Male;Maasai;Bundeshandelsakademie und Bundeshandelsschule -;BOKU University (Universität für Bodenkultur Wien) -;null ;cv_895.pdf;Not Accepted
Evan;Peterson;Male;Celtic;HTL1 Lastenstraße Klagenfurt;Universität Wien - Sprachwissenschaft;Universität Wien - Arabistik;cv_896.pdf;Not Accepted
Iyana;Roy;Female;Turkish;HBLFA Wieselburg (Francisco-Josephinum);Universität Innsbruck - Architektur;Universität Wien - Altertumswissenschaften;cv_897.pdf;Not Accepted
Sophie;Fuentes;Female;Uyghur;Bundeshandelsakademie und Bundeshandelsschule Steyr;Universität Salzburg - Linguistik;Universität Wien - Arabistik;cv_898.pdf;Not Accepted
Omar;Rollins;Male;Serbian;HTL Baden Malerschule Leesdorf;Universität Graz - Informatik;Universität Wien - Medizin;cv_899.pdf;Not Accepted
Sterling;Malone;Male;Basque;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_900.pdf;Accepted
Jaylah;Alvarez;Female;Navajo;BRG Graz Petersgasse, Graz;FH Technikum Wien - Telecommunications and Internet;null ;cv_901.pdf;Not Accepted
Marisa;Little;Female;Fulani;Bundeshandelsakademie und Bundeshandelsschule I;null;null;cv_902.pdf;Accepted
Camden;Burton;Male;Tamil;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_903.pdf;Not Accepted
Giada;Mahoney;Female;Persian;BG Graz Georgigasse, Graz;null;null;cv_904.pdf;Not Accepted
Francisco;Clayton;Male;Somali;Bundeshandelsakademie und Bundeshandelsschule Graz;FH Oberösterreich - Process Engineering and Production;Universität Wien - Klassische Philologie;cv_905.pdf;Accepted
Augustus;Mercado;Male;Pashtun;BG Graz Pestalozzistraße, Graz;null;null ;cv_906.pdf;Accepted
Elian;Wall;Male;Ewe;BORG und Bundeshandelsschule für Leistsungssportler St.;BOKU University (Universität für Bodenkultur Wien) -;null;cv_907.pdf;Accepted
Javon;Campbell;Male;Chuvash;Bundeshandelsakademie und Bundeshandelsschule Wels;Universität Innsbruck - Wirtschaftswissenschaften;Technische Universität Wien - Raumplanung und Raumordnung;cv_908.pdf;Accepted
Chris;Crawford;Male;Pashtun;BG Wiener Neustradt Babenbergerring, Wiener Neustadt;Universität Salzburg - Kommunikationswissenschaft;Universität Wien - Romanistik;cv_909.pdf;Not Accepted
Mariam;Harmon;Female;Scandinavian;BG und BRG Graz Seebachergasse, Graz;BOKU University (Universität für Bodenkultur Wien) - Weinbau,;Universität Wien - Astronomie;cv_910.pdf;Not Accepted
Gillian;Robbins;Female;Igbo;Bundeshandelsakademie und Bundeshandelsschule;null;null ;cv_911.pdf;Not Accepted
Chanel;Chung;Female;Oromo;HTL Karlstein;Universität Innsbruck - Lehramt;Universität Wien - Ägyptologie;cv_912.pdf;Not Accepted
Autumn;Castillo;Female;Berber;BRG Graz Körösistraße, Graz;FH Oberösterreich - Electrical Engineering;Universität Wien - Europäische Ethnologie;cv_913.pdf;Not Accepted
Katelynn;Brady;Female;Hausa;HTL Karlstein;Universität Wien - Psychologie;Universität Wien - Psychologie;cv_914.pdf;Accepted
Celeste;Gross;Female;Druze;HTL Mössingerstraße, Klagenfurt;null;null ;cv_915.pdf;Not Accepted
Jaidyn;Palmer;Female;Serbian;Vienna Business School - Handelsakademie und;Universität Graz - Chemie;Universität Wien - Chemie;cv_916.pdf;Accepted
Nicolas;Romero;Male;Zulu;BG Wiener Neustadt Zehnergasse, Wiener Neustadt;null;null ;cv_917.pdf;Accepted
Arthur;Gregory;Male;Jewish;Bundeshandelsakademie und Bundeshandelsschule St.;FH Joanneum - Logopädie;Technische Universität Wien - Mathematik;cv_918.pdf;Accepted
Kendra;Castillo;Female;Maasai;HTL1 Lastenstraße Klagenfurt;null;null ;cv_919.pdf;Accepted
Valentino;Payne;Male;Métis;HTBL Krems;null;null;cv_920.pdf;Accepted
Danielle;Velazquez;Female;Quechua;BG Wiener Neustadt Zehnergasse, Wiener Neustadt;null;null ;cv_921.pdf;Not Accepted
Roman;Guerrero;Male;Chuvash;BG und BRG Graz Dreihackengasse, Graz;FH Campus Wien - Computer Science and Digital;Universität Wien - Geographie;cv_922.pdf;Accepted
Frederick;Brown;Male;Finnish;Parhamergymnasium, Wien-Hernals;Universität Wien - Alte Geschichte und Altertumskunde;null;cv_923.pdf;Not Accepted
Pranav;Aguirre;Male;Afro-Latin American;BRG Graz Petersgasse, Graz;null;null;cv_924.pdf;Not Accepted
Charlie;Bryant;Male;Navajo;Bundeshandelsakademie und Bundeshandelsschule I;FH Oberösterreich - Process Engineering and Production;Universität Wien - Wirtschaftswissenschaften;cv_925.pdf;Not Accepted
Amanda;Hall;Female;Mori;BG Graz Pestalozzistraße, Graz;null;null ;cv_926.pdf;Accepted
Charity;Ward;Female;Uzbek;Wiedner Gymnasium, Wien;null;null ;cv_927.pdf;Accepted
